income,committed_crime
93809.11251619957,0
30189.27349738623,0
38674.04540794456,0
51993.02730175282,0
39930.48691767602,0
18986.731378677345,0
51371.25949612055,0
28753.925725477904,0
59471.84861270363,0
31611.515315323937,0
80998.68810035079,0
34334.93415327526,0
43558.76967588649,0
66270.3443473934,0
25382.713671320897,0
54549.19869208259,0
76142.85508564857,0
17850.335308775448,0
53692.677170646086,0
55197.65588496847,0
65636.45743554621,0
25260.98578243836,1
23590.867738314475,1
60438.83131233795,0
55939.693464663724,0
55009.85700691753,0
56928.964189939514,0
36399.505568430184,0
54645.07394322007,0
55861.44946597362,0
35712.97163947264,0
87315.49022289514,0
59476.65841823575,0
26173.93005594703,0
63131.07217267659,1
30506.36659545357,0
65741.69207484904,0
73171.91158014808,0
33586.353632965795,0
69267.52258488644,0
58255.61853872996,0
66441.2031998898,0
87935.85965307895,0
45092.23767994259,0
34925.27671285021,0
32209.711407489533,0
33683.79430069123,0
48457.96581171791,0
56823.03949633288,0
55533.815986600384,0
66543.66498072048,0
50260.03783755814,0
79070.68154314633,0
44706.86333524088,0
104403.38333179237,0
62513.34695530013,0
32856.848871674345,0
28582.150038777752,0
59649.448304863705,0
45530.74429348298,0
64280.00988184184,0
59464.7524914709,0
48543.42174686254,0
33064.1256386319,0
19703.055506282708,0
41069.70095865958,0
67127.97588646944,0
54281.87488260408,0
25085.22442576024,0
53463.61851702364,0
57706.347594576735,0
32322.85127597734,0
53074.50211891056,0
51164.17436892,0
27140.594043387537,0
57155.747206965665,0
61215.690527364684,0
71661.02486350553,0
71076.04104069807,0
22446.61264085818,0
31243.499201697545,0
60300.7053441732,0
60275.71901824418,0
60300.95372612096,0
127054.62981309442,0
61417.81021386334,0
72711.31280361197,0
69080.03526986405,0
63027.825026115956,0
43694.61510719309,0
65179.38440986535,0
34543.495709248564,0
45263.62786519982,0
40292.72904341793,0
51637.482787726454,0
96293.17133347018,0
12654.696148165036,0
63725.20380749027,0
17745.682576206967,0
40561.36268421133,0
71779.01193934731,0
51285.60038190926,0
28445.104441413878,1
35693.925814800634,0
63591.95497869352,0
35392.66736565727,0
54329.1717916395,1
50911.436798076276,0
36967.99304788366,0
92878.8817865065,1
62678.38044636023,0
9497.148266847857,0
53729.08629538855,0
36764.27070463224,0
67048.66669592448,0
34149.58523134599,0
47705.27117066202,0
60099.745579609145,0
67315.10388340242,0
25994.071858884476,0
43309.97528318103,0
40501.09377678088,0
36933.41534852576,0
85309.08480562194,0
58099.63421921911,0
24782.320913299096,1
68357.23894109552,0
92443.12394025267,0
70649.30521102293,0
19612.60068091973,0
40315.31854267497,0
75338.22298373246,0
35846.61068762439,0
58876.38856292457,0
65492.68106858674,0
31461.390568438343,0
48809.492878763995,0
0.0,0
29512.247173314205,0
44948.636972136796,0
25044.33636070301,0
82648.22607863271,0
21397.172440787348,0
41199.11026606032,0
52614.81154572183,0
78825.4657813223,0
21282.756976411212,0
73263.27504309919,0
50204.66122039174,0
30369.826979040983,1
59242.06948526541,0
53981.1939114694,0
37995.66245682411,0
51396.04169980038,0
42293.7280627648,0
52270.34690502496,0
63242.61349042093,0
81720.33632290704,0
25243.69002346302,0
92660.66749312534,0
10958.244009549962,0
46964.29809928833,0
61766.344129691526,0
55619.837354700656,0
37546.00960358812,0
45837.55499285449,0
40139.98130682334,0
38212.704861115766,1
66992.04194042049,1
57140.309719300945,0
36141.80809478692,0
67991.99750866502,0
56145.990417532186,0
66257.2423767792,0
62592.57683847225,0
33420.09978155856,0
38796.37919606061,0
64945.87210246523,0
62207.405308669295,0
49581.968120717036,0
52346.54766617564,0
75553.29791576849,0
38168.5722232834,0
60941.94762340076,0
45956.14695132212,1
45646.375935455595,0
71975.5370397438,0
66508.3269797606,0
66270.19272001277,0
76109.57614308658,0
50420.076832655184,0
63639.05942589928,0
43794.66486813088,0
56483.32704976884,0
47397.13891264631,1
51939.919299854366,0
61903.140508738274,1
33635.58633533055,0
91847.7455137092,0
29879.65237000596,1
25716.227744245356,1
73162.21747000136,0
65833.25387925871,0
62482.3963410431,0
62566.9101852856,0
49755.06454306171,0
32054.91257028337,1
51516.091163874524,0
36456.76576975777,1
69502.39466835503,0
47058.852369957225,0
33490.05606414977,1
43572.283166940135,0
58258.62908551248,0
38725.508943920504,0
33555.59208867137,0
54873.744229838245,0
54899.33142217446,0
39861.1364925774,0
40579.23388763354,0
54640.99874715273,0
21038.313170053516,0
21850.724512468896,0
35631.11557495128,0
45731.056965763055,0
56218.15131196009,0
79507.12433899104,0
67153.19246404039,0
46801.229400731456,0
49619.67584194622,0
29949.412707243824,0
49629.7372801522,0
44226.82722159723,1
56454.37120676179,1
33455.38112895354,0
60386.930284823444,0
80654.77826005155,0
47824.79703086285,0
58034.23444197883,0
63802.87983422225,0
41975.59056228327,0
54481.84963620834,1
50251.8480156359,0
51953.52197097663,0
34539.80432289067,0
50490.203485178856,0
59959.965824909,0
79022.87215590084,0
69185.41652170414,0
93063.64915023113,0
34653.048742239014,0
67446.41273441356,0
53666.84011476704,0
93796.05866435345,0
33834.03429289697,0
33205.56315638448,0
38012.14709111956,0
7522.0855138038605,0
39484.899566384775,0
34817.34676892604,0
53007.87572952415,0
56835.11951554319,1
87523.41678431773,0
69008.476763721,0
38461.92688675194,1
32031.70657303284,0
59838.38343013011,0
23595.335859587158,0
86629.17531708707,0
73588.80241442574,0
40616.4869579059,0
15737.309418182449,0
77077.44748330826,0
47709.20309494764,0
74756.32623946923,0
18111.44682411266,0
38012.499540924546,0
50104.87399436366,0
50939.61187529484,0
40998.69057041513,0
62456.99864694997,0
28647.591412348112,0
47152.41029957413,0
52405.912634237975,0
60288.77668117498,0
64232.2975617778,0
27507.158163242617,0
19317.716585287555,0
75553.53643797018,0
56646.28023959183,0
35030.26926886893,0
81023.03951045046,0
52313.49268585717,1
73585.94368127652,0
51350.36962820218,0
91214.95849763975,0
85106.81684886408,0
45020.71703041853,0
69431.4190190871,0
62907.51899170295,0
77372.63115064698,0
30701.53078839791,0
63721.02919996879,0
71168.48973699176,0
14825.210271537711,1
26334.8297466845,0
9215.356444797988,0
44611.86331110884,0
64350.84511591925,0
80047.14104192056,0
51481.895608395505,0
82572.31091142584,0
22397.970835702174,0
15932.351212896909,0
48889.046022067625,0
57681.308978786146,0
49346.10503811814,0
8651.15799920247,0
48217.59920974423,0
23910.609989902936,1
63393.45097660077,0
57331.96492193697,0
31202.404273452896,0
39722.66165326613,0
28815.729562220968,0
48746.41805453656,0
69102.84641002477,0
30285.479073289127,0
60080.93031035689,1
39394.84763255119,0
34142.543354753114,0
47859.39280090884,0
29295.15355161252,1
38927.013893056355,0
26042.442148223032,0
89294.50265832778,0
50705.27103943457,0
36005.489840148286,0
54279.59821468444,0
47753.439006183406,0
45580.60800933554,0
62283.334000868505,0
65150.154200946105,0
39389.97704778945,0
38483.635187106396,1
44498.96605696712,0
3961.576705288302,1
19696.178756028956,0
77337.48534889049,0
82899.35427002568,0
45019.27920887243,0
61531.13926111533,0
56225.00309087072,0
111577.61616910476,0
72391.49822869153,0
47441.648170384666,0
30889.191187991484,0
17871.07359484855,0
54069.27271734446,1
34872.98509431393,1
21554.925808046515,0
37068.54231514947,0
28369.0399277121,1
83742.83270145129,0
67632.79513898901,0
49840.547173667655,0
79598.88277780052,0
51547.36615295237,0
32774.31597343473,0
80462.48154539315,0
60778.200873693175,0
29255.07691347087,0
46193.22643832784,0
32487.634932304856,0
22344.00538071328,0
68523.55095063282,0
88188.33280940261,0
22028.648523617176,0
61259.384733811414,0
36987.14861756346,0
40257.49232470608,0
38152.121515222614,0
32720.18460640368,0
50970.43255889654,0
33380.997671779245,0
55409.13651559678,0
48995.23781101726,0
45221.03906267181,0
31848.726759168043,1
38464.57338863335,0
65107.82451651512,0
60018.34375248761,0
30448.89510402898,0
51986.646108584515,0
65027.74246743578,0
16611.894377572564,0
60867.2038475987,0
36747.52482108307,0
61411.97337186319,0
34734.81686914966,0
13902.35798670962,0
17449.151242336746,0
50961.69893322764,0
55194.45003442964,0
31913.66749791183,0
62771.84917554748,0
16769.598754620805,0
48678.40402705367,1
25779.676004750865,0
36963.27784395682,0
50947.97342632828,0
32791.73269432095,0
42308.88911540349,0
70125.85618428882,0
38462.16260953702,0
66713.84224130283,0
27405.862906847637,0
60596.083558305654,0
78831.37241315801,0
567.1099974542158,0
34062.094890590466,0
61541.4425436108,1
45939.092279140146,0
57422.917467426174,0
37920.29626568359,0
51731.795749458,0
46886.45529215841,0
73355.64123319615,0
55088.416866024265,0
56752.05324150404,0
41762.460677550655,0
40247.87551855013,0
41348.836243607584,0
57889.042847565936,0
41580.31038359474,0
55795.49713792826,0
91508.01597290878,0
67422.49406863385,1
43479.52935664318,0
74024.27844327889,0
41838.49253956897,1
9237.50929644292,0
29838.27378165192,0
12584.161579482883,0
42969.730319173825,0
50368.367583791034,0
83528.74624550565,0
56538.54747528325,0
45617.98942382271,0
66588.11162366979,0
5777.2938198423,0
54712.29116217132,0
65417.30387773934,0
20428.27508440317,0
72875.08086413858,0
56769.928149888285,0
41694.24172198398,0
62655.637322125694,0
95413.85715608792,0
53637.3251011699,0
54964.41172600672,0
40812.782009195114,0
33003.112610704164,0
66606.71633088491,0
32878.323481822656,0
51431.32474438785,1
40446.851064697665,0
59579.596514927835,0
56673.242105738966,0
70750.79888515799,0
39799.672022905055,0
44602.50129413258,0
30424.725684353853,0
41114.13479847777,1
57546.009860897044,0
65139.772332907036,0
31556.693516447493,0
67392.1184021132,0
77112.75717609902,0
58268.69806447402,0
87535.91625116131,0
34524.21601792854,0
25106.90593377166,0
14425.595021914429,0
79920.88622978366,0
63087.31312708116,0
48888.3065817909,0
55599.37252639641,0
27490.21905403247,1
98915.03959233653,0
52584.42363950455,0
52187.895892097855,0
64515.33247797384,0
59620.184634734265,0
54477.68048558263,0
34190.51089109376,0
59429.367142719915,0
87640.48992950068,0
76908.40092309956,0
81863.73253278794,0
39775.6864713763,1
30207.90359482838,0
47484.26159800704,0
51114.498245773895,0
71883.83036941897,0
16150.707405703615,0
80591.00638921227,0
46839.842028420215,0
41462.3786010516,0
29757.91249479665,0
16902.866562684612,0
66463.41167923828,0
51466.359343768076,0
24200.782005178924,0
24098.42455872768,0
43284.306014197435,0
83380.43050578787,0
44808.1729727279,0
19937.140937637876,0
45085.138718281116,0
44545.52860504659,0
0.0,0
48914.102669643755,0
45381.30939582644,0
63924.127296268365,0
86979.1218989069,0
72531.30059095514,0
44622.22618890339,0
27869.481825166593,0
101467.1960649972,0
51184.368680289765,0
50278.58583825892,0
49517.49825779993,0
53961.6952153571,0
47112.79176152115,0
38526.75986239527,0
39062.821175192155,0
49344.93459568003,0
39131.5045773247,0
35743.084346456715,0
52128.60455383794,0
44900.455651582895,0
80079.85977165378,0
0.0,0
71830.13703844923,0
74921.70384995258,0
8532.195351837014,0
43146.24811839302,0
42571.18268008417,1
21849.766105643575,0
34443.66624818249,0
27788.483090683425,0
85045.40886847246,0
68713.56786294922,0
75431.10189988317,0
64433.4412808647,0
27418.964575655416,0
39509.59467440453,0
59787.49122455836,0
25557.44382216109,0
64259.96860344776,0
45193.4920368373,1
42503.58384900805,0
64219.19936406983,1
58885.26622972079,0
42780.6766836184,0
73186.59606728496,0
28378.733448002055,0
62318.712138885276,0
61862.02515936767,0
43809.07121372019,0
56522.66044484236,0
24977.72847229394,0
68480.54038413802,0
46301.95727114022,0
39545.539589619206,0
70980.18451673779,0
35913.126189144816,0
21830.774072728807,0
18867.416529521925,1
62120.19902691279,0
24391.412950074337,0
85095.8836396873,0
8361.411842325557,0
83929.12736580076,0
54220.34934405237,0
48065.73776259215,0
39101.618263821,0
57982.72228704142,0
49247.30595150303,0
72066.03764033043,0
52284.552973240796,0
53006.035229237554,0
42727.75575572289,0
48861.08752557865,0
56156.03537784118,0
15796.632146867487,0
23036.29155788574,1
64865.2818804543,0
53417.30876255884,0
46320.33327294642,0
50368.678661307866,0
56951.63410723342,0
39204.806393812774,0
34433.905491953745,0
53916.90510195363,1
30432.544447699358,1
58165.05511428944,0
15948.327915243193,0
70583.11274651287,0
59451.94964826086,0
55120.594686277516,0
69653.81967891028,0
83309.48888925153,0
70287.4013003626,0
13182.515373367096,0
24408.46066528597,0
37503.628446086426,0
50521.821004216676,0
60353.18040938246,1
35485.12373693069,0
53735.33528954157,0
34892.34135293355,0
37769.64394016103,0
21866.778063035556,0
31535.335077781914,0
22966.307887673327,0
30482.534940453344,0
71072.8359321568,0
31012.02222336114,0
102647.64129674781,0
59866.358017617786,0
53696.72247389748,0
32832.84439637573,0
64006.19758817983,0
38487.24347524452,0
52440.19629290723,0
101201.69076537588,0
48078.802005507,0
72985.46652571352,0
35936.47149748226,0
49300.23019006076,0
85416.0127127102,0
37460.65884424465,0
86248.97115993858,0
64155.03870910951,0
38750.66448211465,0
62648.15478111042,0
69451.0889925346,0
62436.19924434393,0
18595.50560219087,0
35457.25648350263,0
45049.6272889699,0
48511.33141799908,0
62413.44195101356,0
53554.020018665076,0
23293.112825797976,0
57603.95702011926,0
62211.71490567646,0
61195.80895862079,0
71615.61451109244,0
66678.44309097808,0
59183.601584568736,0
48596.68577082706,1
16780.78132968017,1
58592.364382651715,0
54153.75374326222,0
55431.57674390747,0
24465.02848359381,0
28378.869191834754,0
71063.05706665808,0
49208.8969228669,0
63630.01394745249,0
50566.367522609224,0
50595.1227899149,0
68765.67611951995,0
39679.10543565252,0
51922.41553881967,0
40754.49422589915,0
41310.07545135369,0
43816.557530627215,0
54442.67543267426,0
40425.02756673045,1
75115.12251147041,0
32107.85395560992,0
46262.56711677282,0
41205.3788345165,0
78939.55768707466,0
53931.09553023149,1
70636.8907893727,0
20288.79253926056,1
55341.00531738518,0
67792.61591246874,0
51645.67978550848,0
71309.60750130702,0
39654.230997992556,0
78186.9488037116,0
95977.962472385,0
42743.22879120682,0
41089.949571984565,0
79067.68954235403,0
81591.44291461425,0
39542.799456934634,0
41596.263658082855,0
44364.30782278986,0
23110.98977931446,0
31626.961070316036,0
29917.184664958644,0
34644.04869791743,0
49306.30225226437,0
54684.294650730415,0
81010.00985628154,0
30032.919185224182,0
69686.44796953167,0
45720.22311548982,0
49010.72580695134,0
63496.38984333207,0
27545.559568754026,0
57648.19492368101,0
53329.04416426112,0
59849.02528016298,0
55783.37287815636,1
99106.00279821789,0
37245.200314973685,0
39380.060899963646,0
37537.18947150471,0
38890.457616794905,0
37252.25745386965,0
73780.33062215103,0
78410.0849597971,0
38585.07412501048,0
33352.88853791542,0
59428.311127728084,0
38955.539114380575,0
62658.63635511021,0
54058.46041702599,0
19685.11770005536,1
80950.10402660123,0
85917.55346191043,0
37744.22619031228,0
42245.968801280316,0
55717.3078144981,0
56689.1357997405,0
63170.885453456605,0
90204.090775327,0
46461.05545011901,0
34034.055109230925,0
22413.615439709454,0
35381.39920116162,0
49337.46054252406,0
85891.15727035576,0
39647.77401927657,0
54475.75903277797,0
49671.54207854496,0
73767.86546896168,0
100538.64851747244,0
39382.624541593585,0
40211.21114963556,0
70883.21754138144,0
63637.82979252623,0
86934.14651472066,0
61678.56370651928,0
42814.158184258806,0
61813.09661384619,0
72174.07161165815,0
66409.64362394728,0
60145.48062214596,0
71333.49379178308,0
73385.91180891346,0
77643.17982075055,0
62974.19775179285,0
46657.63839366291,0
52934.273728666456,0
74130.17933016713,0
33661.28658025528,0
57373.46617745802,0
42133.22375345279,0
50574.89645869635,0
75569.03725214598,1
53821.981360398066,0
50928.73096312297,0
22802.877180401614,0
64925.07132054441,0
62909.68362282151,0
93265.0944661092,0
43844.435300939986,0
54383.00655327878,0
54987.673674215104,0
81549.0655952695,0
48094.089352260955,0
55580.430515406784,0
62157.93019433078,0
53732.18246312716,1
41071.32770898943,0
53881.79985796615,0
71472.63499719545,1
29469.694011778796,0
52659.39348293752,0
35997.583701216536,0
73900.93257849685,0
19536.261904324507,0
38821.563054568236,0
57544.237501290416,0
81310.48058468681,0
48684.99477854025,0
38896.009466136034,0
87623.14138881181,0
21039.72199167512,0
6023.88086759836,0
58800.289001066645,0
39958.91551294777,0
29575.343657385736,1
64167.12894598707,0
54876.01427542398,0
38718.42738526543,0
24393.91202658211,0
67449.14656560289,0
63004.02355917322,0
48016.482724412344,0
86932.73992095332,0
28598.30467347695,1
19489.496581505224,0
36161.83860237511,0
49088.27967289004,0
54866.78898645384,0
45175.278842873406,1
57041.107930285936,1
24969.211516191117,0
78875.29208146519,0
48356.97643214862,0
72345.91663176255,0
56854.50692755408,0
59135.064383075674,0
61395.34560464408,0
58954.1712003463,1
62854.45519735088,0
76583.05060264863,0
53930.4233940294,0
64180.075151770245,0
48205.28611425547,0
78802.34430898946,0
36472.153958814604,0
86018.80865821632,0
49196.84098711313,0
21384.497957639036,0
52562.088298215785,0
36378.96685050239,0
66812.87097977448,0
36947.52041395218,0
41076.33133570441,0
12209.18538108938,0
40953.87361501846,0
1522.413467420869,0
18321.943530285535,0
65208.293122885945,0
65716.00317301665,0
58509.1512356993,0
30660.47713741574,0
49045.7728771604,0
49927.94921818863,1
26832.706216149145,0
80067.96603534301,0
67547.24581151342,0
45580.71652340672,0
50537.716779890616,0
54167.65615895105,0
9165.30263151419,1
45056.452349588064,0
36360.31504004403,0
29967.59980210169,0
44377.994142280906,0
85953.73053699045,0
62816.857225340194,0
38576.42020434406,0
61451.65562712317,0
77987.10873172004,0
68492.67365825537,0
51192.60739840348,0
37061.26444588852,1
63964.4662722718,0
57869.707708434995,0
67903.86440055465,0
62703.43603363939,0
70991.05430638671,0
39295.29576878864,0
76347.88131268651,0
53951.99209384799,0
91505.21745250531,0
36216.243638208645,0
84719.27606330498,0
53958.21566925295,0
36971.63992771103,0
40322.28331891357,0
43593.0538361136,0
58483.31892803833,0
60456.70976070999,0
38525.99992122842,0
49512.90815478034,0
92845.40717223728,1
84550.86340201422,0
58726.47339348064,0
50760.069563364006,0
52400.62653436523,0
62270.35945460833,0
29544.148696031887,0
44852.4692515331,0
16628.318522448208,1
57984.46245210558,0
62943.91879405482,0
40336.27075401252,0
81479.73526580066,0
25484.686739953177,0
20712.502395803596,1
54489.03637119944,0
70941.9660522431,0
83678.55382915738,0
40822.3147426212,0
71573.61666862591,0
49229.83060998585,0
46547.45400118361,0
67673.19874973345,0
63046.45756826839,0
18472.15686031501,0
79530.80699451792,0
77601.82708294904,0
37488.74596980941,0
57916.07066874818,0
59880.60372565478,0
55213.47531647814,0
38993.8969230916,0
36567.53264123897,0
49488.91858017109,0
73454.58038518729,0
60872.00309188865,0
42587.71335827788,0
65433.974212966896,0
0.0,0
72975.31400744207,0
15205.724424438005,0
42751.18117193736,0
27606.602107477123,0
24106.370485581883,0
73216.5357475704,0
40645.97597376217,0
56930.07763461432,0
49061.58842241632,0
59540.81654446243,0
51536.43782120511,0
24340.155516228606,1
69925.3363889428,0
40124.868336773754,0
18868.362026804978,1
41437.69678068175,0
80015.19581268622,0
67004.43484226985,0
43026.957311842816,0
43014.84591363143,0
43567.298975652346,0
91534.95967121681,0
57638.70904463107,0
58600.83294382139,0
70605.66908063684,0
54775.78318053027,0
44819.15708358594,0
46073.003018300435,0
48567.97481171872,0
49255.55526980317,0
64552.590872739594,1
51038.91771614599,0
64652.80154431159,0
48385.668397828355,0
51572.70380632181,0
10035.986309357846,0
68326.55349404963,0
56929.76951795985,0
69960.20219719305,0
0.0,0
91767.49409561456,0
47208.207436896526,0
72163.65633475033,0
29201.881457489384,0
62255.47810125139,0
28931.688736526878,0
37524.6207860839,0
88280.62707733572,0
46186.35198473307,0
54348.657463594456,0
67401.35461377508,0
59913.63775945209,1
53008.37810287153,0
57299.22004932451,0
98068.31170476551,0
48847.62405932829,0
54021.98093429935,0
71013.08792015223,0
72110.51865915967,0
73740.6061112076,0
62774.604440583695,0
27139.90174539033,0
82668.63064602192,0
27073.092139626242,0
56052.70930478066,0
34914.48299961284,0
48717.23306814015,0
56575.248206069606,0
56427.14430900546,0
58438.415084705695,0
82274.22538117295,0
59070.6860302796,1
45116.867294187025,0
69281.74336576715,0
73789.40977849282,0
25447.843697260152,1
61948.00139699716,0
64023.45484621797,0
44048.72993280016,0
77514.13626623238,0
46998.88825934946,0
52511.52906943084,1
46538.56351432261,0
50311.58095162935,0
28074.498262095964,0
21198.982348114114,0
81890.10126449945,0
33060.77303363344,0
30172.153010873855,0
6932.197727925704,1
37220.765046209955,0
23538.204131850034,0
82840.30320272737,0
70196.34178685269,0
36236.99309644553,0
95048.71610688618,0
69635.3097398319,0
43503.37232982755,0
11.885702528539696,1
95818.85145181484,0
22208.550664728078,0
17092.025060862165,1
70451.4086401928,0
98795.04812678546,0
77685.45637021036,0
61278.18240104719,0
61895.086833305715,0
67068.31117560616,0
65178.571795735304,0
55623.828479387514,0
52084.022079037524,0
48748.13744200955,0
34920.70822266648,0
44386.49846266452,0
16140.863716092288,0
48033.207464105,0
30228.17785698165,0
27928.213655684584,0
53597.88302306957,0
77840.04572689199,0
68366.33212004625,0
18589.98792753646,0
30207.43726859325,0
68815.42375976432,0
30350.25212923381,0
45507.33700005951,0
61001.041980491034,0
30633.110902727294,0
52107.5101229192,0
23319.49010163591,0
37972.64712097573,0
56395.63868285074,0
18140.125329366616,0
58809.49475920798,0
49607.24402146637,0
61049.79908834296,0
54478.28268129323,0
77282.80859947688,0
52504.49005295814,0
41411.889177494944,0
52445.95006064568,0
60865.960580727755,0
50977.20140651408,0
50811.83382407765,0
35960.16624386489,0
36741.98164898103,0
21947.89456400613,0
84991.53486373878,0
25122.735292174297,0
36141.896044081856,0
35631.85468861605,0
67898.48753888882,0
44101.00643415944,0
74954.84145347468,0
36530.18751512263,0
55579.88324447604,0
33293.05893480485,0
92902.98255546777,1
26248.031619409743,0
56196.414204540546,0
62675.537618641974,0
58275.98194902996,0
46294.246822445835,0
47403.586005331475,0
50876.229439582195,0
47059.95996743023,0
69277.58233589819,0
94210.46003182702,0
38850.16429984333,0
22603.940408418443,1
48234.359032974906,0
101594.18675308637,0
33926.50864060538,0
82782.33610888134,0
83554.0162815288,0
38928.23516584011,0
61379.66158370551,0
82567.93246257075,1
42417.44518025026,0
45928.392797952765,0
38366.38172102712,0
29704.86538614266,1
37014.449098679856,0
25521.19466475487,0
50681.66936518452,0
34600.53537882716,0
54675.71823581495,0
18882.087075927455,0
56617.60464428914,0
66670.5792321785,0
10125.28714857089,0
57481.131396951445,1
74553.37984946584,0
25807.17962617589,1
83451.44773675407,0
58380.3801873209,0
35899.76288483183,1
48884.61844684588,1
61166.538250434445,0
51520.10782824823,0
60775.11984892738,0
31586.528138412676,0
53387.21648072156,0
21725.710061900398,0
47775.47877302599,0
31921.847170704204,0
35289.40114820467,0
74721.86350420874,0
71826.20241188537,0
62182.76241814354,0
28153.74470654842,0
43671.83100610396,0
74261.95399958367,0
52834.33827279809,0
96386.59079963388,0
57866.35678788744,0
53840.98232980063,0
43817.67071594997,0
52670.81809564565,0
46950.603272389126,0
64162.17353377181,0
69134.04633589167,0
34280.21078984101,0
23375.340928844438,0
13275.892537934065,0
60159.82653825087,0
27932.667876522526,1
6942.18814095034,0
57771.57209061928,0
99859.99034865582,0
49878.58176920213,0
66769.81548903283,0
51636.5871709513,0
48022.20693617715,1
68381.52965975537,0
44194.509116226975,0
55347.84628143806,0
56433.956123920274,0
36638.190927139025,0
69840.84699073045,0
46500.80486609183,0
34885.096810143106,0
60730.19687140807,0
32030.640364179253,0
50563.62314738257,0
49817.62006711593,0
71717.91131663157,0
59493.964657599055,0
49499.46082509712,1
66355.32598400574,0
77804.15098034627,0
61156.20612703724,0
50207.05239686761,0
23763.27535299681,0
28697.726738492547,0
43895.50591290665,0
37809.75595681433,1
46260.57394029108,0
51132.99849794214,0
60593.855087134616,0
48590.024438818175,0
59730.03287652404,0
51289.488296202406,0
10490.668672922577,0
31213.292123624913,0
47118.24888556769,0
25806.10514317785,0
61998.57459992409,0
80615.01664687395,0
74375.23703394634,0
45731.14258139584,0
79814.52273699903,0
52973.34914404223,0
43258.28057763921,0
37731.9467291812,0
43950.60627023743,0
42236.46362917543,0
53408.32444750975,0
53211.47962099729,0
50060.92040306829,0
58738.763394926995,0
73812.92549572683,0
68991.08270882648,0
20302.040631001928,0
0.0,0
68686.39822478547,0
22662.42603169158,0
45504.69196214633,1
26597.73947881281,0
13960.391248399603,1
60829.25456409576,0
65183.10320605294,0
38469.791985465614,0
0.0,0
39075.11103495034,0
57836.080108050926,0
20421.768624517426,0
53667.19839558311,1
49693.80301654009,0
61585.82999202177,0
52391.60736828307,0
30538.62118236889,0
73931.43003328983,0
46829.4085394606,0
49453.909209801364,0
31334.640818536078,0
41134.354976169794,0
32303.945719461983,0
46541.07880153154,0
84234.16960284687,0
22561.977141372874,1
17728.772042465178,0
79423.40654987218,0
45813.526456962674,0
36618.54522680167,0
70798.09374792152,0
37887.689205262715,0
86520.19427093872,0
63558.51742678538,0
40241.77183708595,1
93146.16426531007,0
37885.70153993323,0
64841.90744018614,0
55985.85160812984,0
76034.82578797596,0
81230.22393453706,0
50640.08298131533,0
34931.64259307633,0
59199.44285878233,0
36445.692604957876,0
90267.74495053246,0
52730.70662165475,0
42693.56897375783,0
53693.60611729817,0
23057.47420940607,0
30567.71922978697,0
74008.27815888851,0
36862.114420572085,0
29061.780346361207,0
60733.05505054572,0
